 Taxa de analfabetismo - Brasil
Taxa de analfabetismo por Município
Período:2010
"Município";"Taxa_de_analfabetismo"
"316760 SIMONESIA";17,0
"316770 SOBRALIA";19,5
"316780 SOLEDADE DE MINAS";9,2
"316790 TABULEIRO";11,9
"316800 TAIOBEIRAS";17,4
"316805 TAPARUBA";16,4
"316810 TAPIRA";5,7
"316820 TAPIRAI";14,3
"316830 TAQUARACU DE MINAS";13,9
"316840 TARUMIRIM";17,1
"316850 TEIXEIRAS";10,3
"316860 TEOFILO OTONI";12,6
"316870 TIMOTEO";4,0
"316880 TIRADENTES";5,7
"316890 TIROS";11,4
"316900 TOCANTINS";8,8
"316905 TOCOS DO MOJI";9,9
"316910 TOLEDO";15,5
"316920 TOMBOS";14,7
"316930 TRES CORACOES";7,2
"316935 TRES MARIAS";7,6
"316940 TRES PONTAS";8,6
"316950 TUMIRITINGA";17,9
"316960 TUPACIGUARA";8,7
"316970 TURMALINA";14,4
"316980 TURVOLANDIA";9,1
"316990 UBA";5,4
"317000 UBAI";19,8
"317005 UBAPORANGA";15,4
"317010 UBERABA";4,0
"317020 UBERLANDIA";3,6
"317030 UMBURATIBA";24,9
"317040 UNAI";8,7
"317043 UNIAO DE MINAS";13,4
"317047 URUANA DE MINAS";17,7
"317050 URUCANIA";15,3
"317052 URUCUIA";12,8
"317057 VARGEM ALEGRE";18,1
"317060 VARGEM BONITA";7,3
"317065 VARGEM GRANDE DO RIO PARDO";25,0
"317070 VARGINHA";4,2
"317075 VARJAO DE MINAS";8,0
"317080 VARZEA DA PALMA";12,9
"317090 VARZELANDIA";24,1
"317100 VAZANTE";7,6
"317103 VERDELANDIA";26,3
"317107 VEREDINHA";20,3
"317110 VERISSIMO";8,9
"317115 VERMELHO NOVO";13,6
"317120 VESPASIANO";6,1
"317130 VICOSA";5,2
"317140 VIEIRAS";13,8
"317150 MATHIAS LOBATO";17,8
"317160 VIRGEM DA LAPA";21,6
"317170 VIRGINIA";11,6
"317180 VIRGINOPOLIS";12,6
"317190 VIRGOLANDIA";21,0
"317200 VISCONDE DO RIO BRANCO";8,5
"317210 VOLTA GRANDE";12,5
"317220 WENCESLAU BRAZ";6,5
"320010 AFONSO CLAUDIO";13,7
"320013 AGUIA BRANCA";15,0
"320016 AGUA DOCE DO NORTE";19,5
"320020 ALEGRE";13,2
"320030 ALFREDO CHAVES";6,9
"320035 ALTO RIO NOVO";16,6
"320040 ANCHIETA";7,2
"320050 APIACA";14,1
"320060 ARACRUZ";7,7
"320070 ATILIO VIVACQUA";9,7
"320080 BAIXO GUANDU";12,0
"320090 BARRA DE SAO FRANCISCO";15,1
"320100 BOA ESPERANCA";15,5
"320110 BOM JESUS DO NORTE";8,5
"320115 BREJETUBA";18,9
"320120 CACHOEIRO DE ITAPEMIRIM";5,8
"320130 CARIACICA";6,0
"320140 CASTELO";8,0
"320150 COLATINA";7,9
"320160 CONCEICAO DA BARRA";14,7
"320170 CONCEICAO DO CASTELO";12,6
"320180 DIVINO DE SAO LOURENCO";15,7
"320190 DOMINGOS MARTINS";10,7
"320200 DORES DO RIO PRETO";18,1
"320210 ECOPORANGA";20,0
"320220 FUNDAO";9,1
"320225 GOVERNADOR LINDENBERG";11,5
"320230 GUACUI";11,0
"320240 GUARAPARI";6,6
"320245 IBATIBA";17,2
"320250 IBIRACU";7,4
"320255 IBITIRAMA";19,8
"320260 ICONHA";6,5
"320265 IRUPI";18,0
"320270 ITAGUACU";13,7
"320280 ITAPEMIRIM";11,7
"320290 ITARANA";9,8
"320300 IUNA";13,6
"320305 JAGUARE";13,4
"320310 JERONIMO MONTEIRO";12,6
"320313 JOAO NEIVA";6,8
"320316 LARANJA DA TERRA";12,3
"320320 LINHARES";9,1
"320330 MANTENOPOLIS";19,6
"320332 MARATAIZES";10,7
"320334 MARECHAL FLORIANO";9,6
"320335 MARILANDIA";12,7
"320340 MIMOSO DO SUL";12,3
"320350 MONTANHA";17,2
"320360 MUCURICI";19,7
"320370 MUNIZ FREIRE";13,3
"320380 MUQUI";11,1
"320390 NOVA VENECIA";11,8
"320400 PANCAS";17,2
"320405 PEDRO CANARIO";17,8
"320410 PINHEIROS";15,6
"320420 PIUMA";6,6
"320425 PONTO BELO";21,9
"320430 PRESIDENTE KENNEDY";17,1
"320435 RIO BANANAL";13,5
"320440 RIO NOVO DO SUL";8,0
"320450 SANTA LEOPOLDINA";12,5
"320455 SANTA MARIA DE JETIBA";11,8
"320460 SANTA TERESA";9,6
"320465 SAO DOMINGOS DO NORTE";10,8
"320470 SAO GABRIEL DA PALHA";10,6
"320480 SAO JOSE DO CALCADO";12,0
"320490 SAO MATEUS";9,6
"320495 SAO ROQUE DO CANAA";10,2
"320500 SERRA";5,5
"320501 SOORETAMA";13,2
"320503 VARGEM ALTA";12,5
"320506 VENDA NOVA DO IMIGRANTE";7,7
"320510 VIANA";7,9
"320515 VILA PAVAO";14,2
"320517 VILA VALERIO";13,5
"320520 VILA VELHA";3,6
"320530 VITORIA";2,5
"330010 ANGRA DOS REIS";5,1
"330015 APERIBE";10,6
"330020 ARARUAMA";6,9
"330022 AREAL";6,8
"330023 ARMACAO DOS BUZIOS";4,9
"330025 ARRAIAL DO CABO";4,1
"330030 BARRA DO PIRAI";4,4
"330040 BARRA MANSA";4,2
"330045 BELFORD ROXO";5,1
"330050 BOM JARDIM";9,9
"330060 BOM JESUS DO ITABAPOANA";10,0
"330070 CABO FRIO";4,8
"330080 CACHOEIRAS DE MACACU";7,6
"330090 CAMBUCI";13,6
"330093 CARAPEBUS";7,0
"330095 COMENDADOR LEVY GASPARIAN";7,7
"330100 CAMPOS DOS GOYTACAZES";6,8
"330110 CANTAGALO";9,3
"330115 CARDOSO MOREIRA";13,9
"330120 CARMO";8,5
"330130 CASIMIRO DE ABREU";6,1
"330140 CONCEICAO DE MACABU";7,6
"330150 CORDEIRO";5,3
"330160 DUAS BARRAS";11,8
"330170 DUQUE DE CAXIAS";4,8
"330180 ENGENHEIRO PAULO DE FRONTIN";5,9
"330185 GUAPIMIRIM";8,5
"330187 IGUABA GRANDE";4,3
"330190 ITABORAI";6,4
"330200 ITAGUAI";5,6
"330205 ITALVA";10,3
"330210 ITAOCARA";10,9
"330220 ITAPERUNA";7,0
"330225 ITATIAIA";7,0
"330227 JAPERI";7,4
"330230 LAJE DO MURIAE";14,1
"330240 MACAE";4,1
"330245 MACUCO";8,9
"330250 MAGE";6,2
"330260 MANGARATIBA";4,2
"330270 MARICA";4,9
"330280 MENDES";6,0
"330285 MESQUITA";3,5
"330290 MIGUEL PEREIRA";7,5
"330300 MIRACEMA";10,6
"330310 NATIVIDADE";9,9
"330320 NILOPOLIS";2,0
"330330 NITEROI";2,3
"330340 NOVA FRIBURGO";5,0
"330350 NOVA IGUACU";4,3
"330360 PARACAMBI";4,9
"330370 PARAIBA DO SUL";5,3
"330380 PARATY";7,8
"330385 PATY DO ALFERES";13,0
"330390 PETROPOLIS";3,9
"330395 PINHEIRAL";6,3
"330400 PIRAI";8,0
"330410 PORCIUNCULA";11,0
"330411 PORTO REAL";6,2
"330412 QUATIS";5,4
"330414 QUEIMADOS";5,3
"330415 QUISSAMA";8,9
"330420 RESENDE";4,1
"330430 RIO BONITO";6,8
"330440 RIO CLARO";10,1
"330450 RIO DAS FLORES";7,8
"330452 RIO DAS OSTRAS";3,3
"330455 RIO DE JANEIRO";2,7
"330460 SANTA MARIA MADALENA";13,5
"330470 SANTO ANTONIO DE PADUA";8,2
"330475 SAO FRANCISCO DE ITABAPOANA";18,4
"330480 SAO FIDELIS";9,3
"330490 SAO GONCALO";3,6
"330500 SAO JOAO DA BARRA";10,4
"330510 SAO JOAO DE MERITI";3,4
"330513 SAO JOSE DE UBA";14,8
"330515 SAO JOSE DO VALE DO RIO PRETO";11,5
"330520 SAO PEDRO DA ALDEIA";6,2
"330530 SAO SEBASTIAO DO ALTO";15,8
"330540 SAPUCAIA";8,9
"330550 SAQUAREMA";5,8
"330555 SEROPEDICA";5,8
"330560 SILVA JARDIM";12,3
"330570 SUMIDOURO";14,7
"330575 TANGUA";8,6
"330580 TERESOPOLIS";6,5
"330590 TRAJANO DE MORAES";14,3
"330600 TRES RIOS";5,5
"330610 VALENCA";5,9
"330615 VARRE-SAI";12,4
"330620 VASSOURAS";7,3
"330630 VOLTA REDONDA";3,1
"350010 ADAMANTINA";5,8
"350020 ADOLFO";7,8
"350030 AGUAI";8,3
"350040 AGUAS DA PRATA";5,3
"350050 AGUAS DE LINDOIA";5,9
"350055 AGUAS DE SANTA BARBARA";5,8
"350060 AGUAS DE SAO PEDRO";1,5
"350070 AGUDOS";5,2
"350075 ALAMBARI";5,6
"350080 ALFREDO MARCONDES";10,5
"350090 ALTAIR";9,5
"350100 ALTINOPOLIS";6,0
"350110 ALTO ALEGRE";8,0
"350115 ALUMINIO";4,6
"350120 ALVARES FLORENCE";8,1
"350130 ALVARES MACHADO";6,2
"350140 ALVARO DE CARVALHO";13,7
"350150 ALVINLANDIA";9,6
"350160 AMERICANA";2,6
"350170 AMERICO BRASILIENSE";6,9
"350180 AMERICO DE CAMPOS";8,0
"350190 AMPARO";4,5
"350200 ANALANDIA";6,2
"350210 ANDRADINA";6,0
"350220 ANGATUBA";5,8
"350230 ANHEMBI";6,9
"350240 ANHUMAS";6,1
"350250 APARECIDA";3,0
"350260 APARECIDA D'OESTE";14,1
"350270 APIAI";7,6
"350275 ARACARIGUAMA";6,3
"350280 ARACATUBA";3,7
"350290 ARACOIABA DA SERRA";5,1
"350300 ARAMINA";5,6
"350310 ARANDU";7,8
"350315 ARAPEI";8,6
"350320 ARARAQUARA";3,3
"350330 ARARAS";4,4
"350335 ARCO-IRIS";15,3
"350340 AREALVA";6,8
"350350 AREIAS";7,1
"350360 AREIOPOLIS";11,5
"350370 ARIRANHA";7,9
"350380 ARTUR NOGUEIRA";5,9
"350390 ARUJA";4,7
"350395 ASPASIA";11,6
"350400 ASSIS";3,8
"350410 ATIBAIA";4,9
"350420 AURIFLAMA";7,5
"350430 AVAI";7,2
"350440 AVANHANDAVA";7,7
"350450 AVARE";4,6
"350460 BADY BASSITT";3,6
"350470 BALBINOS";11,2
"350480 BALSAMO";6,3
"350490 BANANAL";7,9
"350500 BARAO DE ANTONINA";9,3
"350510 BARBOSA";9,0
"350520 BARIRI";5,7
"350530 BARRA BONITA";4,8
"350535 BARRA DO CHAPEU";12,2
"350540 BARRA DO TURVO";17,3
"350550 BARRETOS";4,3
"350560 BARRINHA";6,8
"350570 BARUERI";4,1
"350580 BASTOS";6,6
"350590 BATATAIS";4,4
"350600 BAURU";3,0
"350610 BEBEDOURO";4,6
"350620 BENTO DE ABREU";7,2
"350630 BERNARDINO DE CAMPOS";5,2
"350635 BERTIOGA";5,6
"350640 BILAC";7,6
"350650 BIRIGUI";4,5
"350660 BIRITIBA-MIRIM";8,6
"350670 BOA ESPERANCA DO SUL";9,3
"350680 BOCAINA";5,9
"350690 BOFETE";7,8
"350700 BOITUVA";5,5
"350710 BOM JESUS DOS PERDOES";6,2
"350715 BOM SUCESSO DE ITARARE";12,1
"350720 BORA";9,0
"350730 BORACEIA";6,7
"350740 BORBOREMA";8,7
"350745 BOREBI";8,2
"350750 BOTUCATU";4,0
"350760 BRAGANCA PAULISTA";4,4
"350770 BRAUNA";8,5
"350775 BREJO ALEGRE";11,1
"350780 BRODOWSKI";4,3
"350790 BROTAS";6,0
"350800 BURI";9,7
"350810 BURITAMA";8,4
"350820 BURITIZAL";4,4
"350830 CABRALIA PAULISTA";10,5
"350840 CABREUVA";6,0
"350850 CACAPAVA";3,5
"350860 CACHOEIRA PAULISTA";3,8
"350870 CACONDE";7,1
"350880 CAFELANDIA";6,4
"350890 CAIABU";12,9
"350900 CAIEIRAS";3,8
"350910 CAIUA";11,2
"350920 CAJAMAR";4,9
"350925 CAJATI";9,3
"350930 CAJOBI";8,7
"350940 CAJURU";5,5
"350945 CAMPINA DO MONTE ALEGRE";8,2
"350950 CAMPINAS";3,2
"350960 CAMPO LIMPO PAULISTA";4,2
"350970 CAMPOS DO JORDAO";3,8
"350980 CAMPOS NOVOS PAULISTA";9,5
"350990 CANANEIA";7,5
"350995 CANAS";5,9
"351000 CANDIDO MOTA";5,4
"351010 CANDIDO RODRIGUES";9,0
"351015 CANITAR";8,9
"351020 CAPAO BONITO";7,7
"351030 CAPELA DO ALTO";6,1
"351040 CAPIVARI";4,3
"351050 CARAGUATATUBA";4,6
"351060 CARAPICUIBA";4,5
"351070 CARDOSO";9,7
"351080 CASA BRANCA";5,4
"351090 CASSIA DOS COQUEIROS";8,2
"351100 CASTILHO";8,6
"351110 CATANDUVA";4,8
"351120 CATIGUA";9,5
"351130 CEDRAL";5,5
"351140 CERQUEIRA CESAR";6,1
"351150 CERQUILHO";3,8
"351160 CESARIO LANGE";4,8
"351170 CHARQUEADA";6,9
"351190 CLEMENTINA";8,1
"351200 COLINA";6,0
"351210 COLOMBIA";9,5
"351220 CONCHAL";10,4
"351230 CONCHAS";6,0
"351240 CORDEIROPOLIS";4,1
"351250 COROADOS";5,3
"351260 CORONEL MACEDO";12,4
"351270 CORUMBATAI";7,5
"351280 COSMOPOLIS";4,9
"351290 COSMORAMA";8,3
"351300 COTIA";4,2
"351310 CRAVINHOS";5,4
"351320 CRISTAIS PAULISTA";7,8
"351330 CRUZALIA";7,0
"351340 CRUZEIRO";2,7
"351350 CUBATAO";5,6
"351360 CUNHA";9,7
"351370 DESCALVADO";4,9
"351380 DIADEMA";4,1
"351385 DIRCE REIS";12,7
"351390 DIVINOLANDIA";6,0
"351400 DOBRADA";13,7
"351410 DOIS CORREGOS";7,4
"351420 DOLCINOPOLIS";11,9
"351430 DOURADO";6,9
"351440 DRACENA";5,8
"351450 DUARTINA";6,4
"351460 DUMONT";8,0
"351470 ECHAPORA";10,6
"351480 ELDORADO";11,1
"351490 ELIAS FAUSTO";7,7
"351492 ELISIARIO";11,0
"351495 EMBAUBA";9,2
"351500 EMBU DAS ARTES";4,8
"351510 EMBU-GUACU";5,7
"351512 EMILIANOPOLIS";11,4
"351515 ENGENHEIRO COELHO";8,8
"351518 ESPIRITO SANTO DO PINHAL";5,0
"351519 ESPIRITO SANTO DO TURVO";9,4
"351520 ESTRELA D'OESTE";8,8
"351530 ESTRELA DO NORTE";9,5
"351535 EUCLIDES DA CUNHA PAULISTA";13,7
"351540 FARTURA";6,1
"351550 FERNANDOPOLIS";5,6
"351560 FERNANDO PRESTES";7,6
"351565 FERNAO";8,2
"351570 FERRAZ DE VASCONCELOS";4,7
"351580 FLORA RICA";13,0
"351590 FLOREAL";7,3
"351600 FLORIDA PAULISTA";9,6
"351610 FLORINIA";9,1
"351620 FRANCA";3,0
"351630 FRANCISCO MORATO";6,3
"351640 FRANCO DA ROCHA";5,4
"351650 GABRIEL MONTEIRO";7,4
"351660 GALIA";10,9
"351670 GARCA";6,1
"351680 GASTAO VIDIGAL";9,5
"351685 GAVIAO PEIXOTO";11,3
"351690 GENERAL SALGADO";7,4
"351700 GETULINA";9,1
"351710 GLICERIO";8,2
"351720 GUAICARA";5,8
"351730 GUAIMBE";12,2
"351740 GUAIRA";5,5
"351750 GUAPIACU";7,4
"351760 GUAPIARA";12,5
"351770 GUARA";9,4
"351780 GUARACAI";9,1
"351790 GUARACI";8,7
"351800 GUARANI D'OESTE";9,9
"351810 GUARANTA";10,7
"351820 GUARARAPES";6,4
"351830 GUARAREMA";6,1
"351840 GUARATINGUETA";2,7
"351850 GUAREI";8,1
"351860 GUARIBA";10,0
"351870 GUARUJA";4,9
"351880 GUARULHOS";3,8
"351885 GUATAPARA";8,9
"351890 GUZOLANDIA";12,5
"351900 HERCULANDIA";9,0
"351905 HOLAMBRA";5,3
"351907 HORTOLANDIA";4,4
"351910 IACANGA";6,2
"351920 IACRI";9,6
"351925 IARAS";8,5
"351930 IBATE";7,3
"351940 IBIRA";8,7
"351950 IBIRAREMA";6,5
"351960 IBITINGA";5,7
"351970 IBIUNA";8,2
"351980 ICEM";7,4
"351990 IEPE";7,2
"352000 IGARACU DO TIETE";7,9
"352010 IGARAPAVA";7,6
"352020 IGARATA";10,4
"352030 IGUAPE";7,4
"352040 ILHABELA";4,5
"352042 ILHA COMPRIDA";6,1
"352044 ILHA SOLTEIRA";5,0
"352050 INDAIATUBA";3,1
"352060 INDIANA";6,9
"352070 INDIAPORA";11,5
"352080 INUBIA PAULISTA";8,7
"352090 IPAUSSU";7,6
"352100 IPERO";5,1
"352110 IPEUNA";6,0
"352115 IPIGUA";6,7
"352120 IPORANGA";12,3
"352130 IPUA";6,9
"352140 IRACEMAPOLIS";3,4
"352150 IRAPUA";10,0
"352160 IRAPURU";9,6
"352170 ITABERA";8,5
"352180 ITAI";8,7
"352190 ITAJOBI";7,8
"352200 ITAJU";7,3
"352210 ITANHAEM";5,5
"352215 ITAOCA";17,9
"352220 ITAPECERICA DA SERRA";5,5
"352230 ITAPETININGA";4,4
"352240 ITAPEVA";5,7
"352250 ITAPEVI";5,8
"352260 ITAPIRA";5,5
"352265 ITAPIRAPUA PAULISTA";12,7
"352270 ITAPOLIS";6,7
"352280 ITAPORANGA";11,5
"352290 ITAPUI";6,4
"352300 ITAPURA";11,8
"352310 ITAQUAQUECETUBA";5,4
"352320 ITARARE";6,9
"352330 ITARIRI";9,3
"352340 ITATIBA";3,5
"352350 ITATINGA";7,2
"352360 ITIRAPINA";6,4
"352370 ITIRAPUA";8,5
"352380 ITOBI";8,1
"352390 ITU";4,5
"352400 ITUPEVA";4,6
"352410 ITUVERAVA";6,4
"352420 JABORANDI";7,1
"352430 JABOTICABAL";5,1
"352440 JACAREI";3,4
"352450 JACI";6,3
"352460 JACUPIRANGA";8,7
"352470 JAGUARIUNA";4,3
"352480 JALES";6,1
"352490 JAMBEIRO";6,5
"352500 JANDIRA";4,1
"352510 JARDINOPOLIS";5,7
"352520 JARINU";5,4
"352530 JAU";4,3
"352540 JERIQUARA";9,6
"352550 JOANOPOLIS";7,2
"352560 JOAO RAMALHO";9,6
"352570 JOSE BONIFACIO";5,2
"352580 JULIO MESQUITA";11,7
"352585 JUMIRIM";6,8
"352590 JUNDIAI";2,9
"352600 JUNQUEIROPOLIS";8,8
"352610 JUQUIA";11,0
"352620 JUQUITIBA";10,0
"352630 LAGOINHA";10,1
"352640 LARANJAL PAULISTA";5,0
"352650 LAVINIA";9,1
"352660 LAVRINHAS";6,5
"352670 LEME";6,6
"352680 LENCOIS PAULISTA";5,0
"352690 LIMEIRA";4,0
"352700 LINDOIA";6,2
"352710 LINS";4,2
"352720 LORENA";3,7
"352725 LOURDES";10,3
"352730 LOUVEIRA";4,3
"352740 LUCELIA";6,6
"352750 LUCIANOPOLIS";6,8
"352760 LUIS ANTONIO";6,6
"352770 LUIZIANIA";10,8
"352780 LUPERCIO";9,8
"352790 LUTECIA";10,2
"352800 MACATUBA";8,5
"352810 MACAUBAL";7,9
"352820 MACEDONIA";10,9
"352830 MAGDA";8,5
"352840 MAIRINQUE";5,2
"352850 MAIRIPORA";5,5
"352860 MANDURI";6,6
"352870 MARABA PAULISTA";11,9
"352880 MARACAI";7,1
"352885 MARAPOAMA";7,2
"352890 MARIAPOLIS";9,1
"352900 MARILIA";4,0
"352910 MARINOPOLIS";8,9
"352920 MARTINOPOLIS";7,7
"352930 MATAO";5,6
"352940 MAUA";3,9
"352950 MENDONCA";6,7
"352960 MERIDIANO";9,5
"352965 MESOPOLIS";12,4
"352970 MIGUELOPOLIS";9,6
"352980 MINEIROS DO TIETE";7,1
"352990 MIRACATU";9,7
"353000 MIRA ESTRELA";9,1
"353010 MIRANDOPOLIS";7,2
"353020 MIRANTE DO PARANAPANEMA";11,7
"353030 MIRASSOL";4,1
"353040 MIRASSOLANDIA";9,6
"353050 MOCOCA";5,6
"353060 MOGI DAS CRUZES";3,7
"353070 MOGI GUACU";4,4
"353080 MOGI MIRIM";3,9
"353090 MOMBUCA";8,5
"353100 MONCOES";7,5
"353110 MONGAGUA";4,0
"353120 MONTE ALEGRE DO SUL";5,3
"353130 MONTE ALTO";5,4
"353140 MONTE APRAZIVEL";6,2
"353150 MONTE AZUL PAULISTA";7,4
"353160 MONTE CASTELO";10,9
"353170 MONTEIRO LOBATO";9,2
"353180 MONTE MOR";6,8
"353190 MORRO AGUDO";8,9
"353200 MORUNGABA";5,3
"353205 MOTUCA";6,5
"353210 MURUTINGA DO SUL";6,7
"353215 NANTES";14,5
"353220 NARANDIBA";11,0
"353230 NATIVIDADE DA SERRA";17,4
"353240 NAZARE PAULISTA";10,7
"353250 NEVES PAULISTA";7,8
"353260 NHANDEARA";6,2
"353270 NIPOA";9,0
"353280 NOVA ALIANCA";5,3
"353282 NOVA CAMPINA";11,1
"353284 NOVA CANAA PAULISTA";11,6
"353286 NOVA CASTILHO";10,1
"353290 NOVA EUROPA";7,0
"353300 NOVA GRANADA";7,1
"353310 NOVA GUATAPORANGA";11,0
"353320 NOVA INDEPENDENCIA";7,7
"353325 NOVAIS";10,4
"353330 NOVA LUZITANIA";11,3
"353340 NOVA ODESSA";3,5
"353350 NOVO HORIZONTE";8,0
"353360 NUPORANGA";5,7
"353370 OCAUCU";9,2
"353380 OLEO";6,7
"353390 OLIMPIA";4,9
"353400 ONDA VERDE";7,1
"353410 ORIENTE";6,2
"353420 ORINDIUVA";6,2
"353430 ORLANDIA";5,0
"353440 OSASCO";3,6
"353450 OSCAR BRESSANE";10,6
"353460 OSVALDO CRUZ";6,0
"353470 OURINHOS";4,7
"353475 OUROESTE";9,3
"353480 OURO VERDE";13,7
"353490 PACAEMBU";10,4
"353500 PALESTINA";6,9
"353510 PALMARES PAULISTA";8,8
"353520 PALMEIRA D'OESTE";9,1
"353530 PALMITAL";4,5
"353540 PANORAMA";8,6
"353550 PARAGUACU PAULISTA";6,4
"353560 PARAIBUNA";8,9
"353570 PARAISO";8,7
"353580 PARANAPANEMA";8,6
"353590 PARANAPUA";9,8
"353600 PARAPUA";7,6
"353610 PARDINHO";7,4
"353620 PARIQUERA-ACU";6,8
"353625 PARISI";9,9
"353630 PATROCINIO PAULISTA";6,3
"353640 PAULICEIA";10,8
"353650 PAULINIA";3,2
"353657 PAULISTANIA";9,8
"353660 PAULO DE FARIA";9,3
"353670 PEDERNEIRAS";6,4
"353680 PEDRA BELA";12,5
"353690 PEDRANOPOLIS";10,0
"353700 PEDREGULHO";7,2
"353710 PEDREIRA";4,3
"353715 PEDRINHAS PAULISTA";7,6
"353720 PEDRO DE TOLEDO";10,0
"353730 PENAPOLIS";5,4
"353740 PEREIRA BARRETO";7,9
"353750 PEREIRAS";6,3
"353760 PERUIBE";5,9
"353770 PIACATU";11,1
"353780 PIEDADE";7,4
"353790 PILAR DO SUL";7,4
"353800 PINDAMONHANGABA";3,8
"353810 PINDORAMA";7,4
"353820 PINHALZINHO";6,8
"353830 PIQUEROBI";12,4
"353850 PIQUETE";5,0
"353860 PIRACAIA";6,9
"353870 PIRACICABA";2,9
"353880 PIRAJU";7,2
"353890 PIRAJUI";6,4
"353900 PIRANGI";7,1
"353910 PIRAPORA DO BOM JESUS";5,6
"353920 PIRAPOZINHO";6,6
"353930 PIRASSUNUNGA";3,7
"353940 PIRATININGA";5,7
"353950 PITANGUEIRAS";7,9
"353960 PLANALTO";9,3
"353970 PLATINA";9,4
"353980 POA";3,1
"353990 POLONI";8,6
"354000 POMPEIA";4,8
"354010 PONGAI";9,6
"354020 PONTAL";10,3
"354025 PONTALINDA";12,2
"354030 PONTES GESTAL";12,5
"354040 POPULINA";13,8
"354050 PORANGABA";7,7
"354060 PORTO FELIZ";5,1
"354070 PORTO FERREIRA";5,0
"354075 POTIM";4,2
"354080 POTIRENDABA";7,0
"354085 PRACINHA";12,6
"354090 PRADOPOLIS";8,0
"354100 PRAIA GRANDE";4,0
"354105 PRATANIA";8,4
"354110 PRESIDENTE ALVES";12,1
"354120 PRESIDENTE BERNARDES";7,6
"354130 PRESIDENTE EPITACIO";6,5
"354140 PRESIDENTE PRUDENTE";3,7
"354150 PRESIDENTE VENCESLAU";7,4
"354160 PROMISSAO";5,6
"354165 QUADRA";10,3
"354170 QUATA";8,4
"354180 QUEIROZ";13,8
"354190 QUELUZ";7,2
"354200 QUINTANA";9,3
"354210 RAFARD";3,9
"354220 RANCHARIA";6,5
"354230 REDENCAO DA SERRA";9,9
"354240 REGENTE FEIJO";7,3
"354250 REGINOPOLIS";6,1
"354260 REGISTRO";5,4
"354270 RESTINGA";8,6
"354280 RIBEIRA";12,9
"354290 RIBEIRAO BONITO";9,1
"354300 RIBEIRAO BRANCO";11,4
"354310 RIBEIRAO CORRENTE";8,4
"354320 RIBEIRAO DO SUL";7,5
"354323 RIBEIRAO DOS INDIOS";12,4
"354325 RIBEIRAO GRANDE";11,8
"354330 RIBEIRAO PIRES";3,2
"354340 RIBEIRAO PRETO";3,0
"354350 RIVERSUL";13,7
"354360 RIFAINA";7,6
"354370 RINCAO";6,7
"354380 RINOPOLIS";10,8
"354390 RIO CLARO";3,3
"354400 RIO DAS PEDRAS";6,0
"354410 RIO GRANDE DA SERRA";4,5
"354420 RIOLANDIA";12,9
"354425 ROSANA";7,9
"354430 ROSEIRA";5,5
"354440 RUBIACEA";9,8
"354450 RUBINEIA";8,8
"354460 SABINO";7,2
"354470 SAGRES";13,0
"354480 SALES";9,9
"354490 SALES OLIVEIRA";6,0
"354500 SALESOPOLIS";8,1
"354510 SALMOURAO";12,3
"354515 SALTINHO";2,3
"354520 SALTO";3,8
"354530 SALTO DE PIRAPORA";5,0
"354540 SALTO GRANDE";9,5
"354550 SANDOVALINA";13,0
"354560 SANTA ADELIA";6,5
"354570 SANTA ALBERTINA";10,2
"354580 SANTA BARBARA D'OESTE";3,9
"354600 SANTA BRANCA";6,8
"354610 SANTA CLARA D'OESTE";9,8
"354620 SANTA CRUZ DA CONCEICAO";4,7
"354625 SANTA CRUZ DA ESPERANCA";5,8
"354630 SANTA CRUZ DAS PALMEIRAS";8,6
"354640 SANTA CRUZ DO RIO PARDO";5,1
"354650 SANTA ERNESTINA";7,3
"354660 SANTA FE DO SUL";6,8
"354670 SANTA GERTRUDES";4,2
"354680 SANTA ISABEL";7,1
"354690 SANTA LUCIA";5,8
"354700 SANTA MARIA DA SERRA";7,7
"354710 SANTA MERCEDES";10,5
"354720 SANTANA DA PONTE PENSA";7,9
"354730 SANTANA DE PARNAIBA";4,1
"354740 SANTA RITA D'OESTE";10,1
"354750 SANTA RITA DO PASSA QUATRO";4,3
"354760 SANTA ROSA DE VITERBO";4,6
"354765 SANTA SALETE";6,8
"354770 SANTO ANASTACIO";5,9
"354780 SANTO ANDRE";2,9
"354790 SANTO ANTONIO DA ALEGRIA";5,6
"354800 SANTO ANTONIO DE POSSE";7,8
"354805 SANTO ANTONIO DO ARACANGUA";8,7
"354810 SANTO ANTONIO DO JARDIM";8,1
"354820 SANTO ANTONIO DO PINHAL";8,1
"354830 SANTO EXPEDITO";12,5
"354840 SANTOPOLIS DO AGUAPEI";8,0
"354850 SANTOS";2,2
"354860 SAO BENTO DO SAPUCAI";6,8
"354870 SAO BERNARDO DO CAMPO";2,9
"354880 SAO CAETANO DO SUL";1,5
"354890 SAO CARLOS";3,4
"354900 SAO FRANCISCO";10,9
"354910 SAO JOAO DA BOA VISTA";3,8
"354920 SAO JOAO DAS DUAS PONTES";10,6
"354925 SAO JOAO DE IRACEMA";10,8
"354930 SAO JOAO DO PAU D'ALHO";10,1
"354940 SAO JOAQUIM DA BARRA";4,1
"354950 SAO JOSE DA BELA VISTA";10,3
"354960 SAO JOSE DO BARREIRO";10,3
"354970 SAO JOSE DO RIO PARDO";4,8
"354980 SAO JOSE DO RIO PRETO";3,0
"354990 SAO JOSE DOS CAMPOS";2,9
