 Nascidos vivos - Brasil
Nascim p/resid.mãe por Município
Período:2021
"Município";"Nascim_p/resid.mãe"
"351050 CARAGUATATUBA";1596
"351060 CARAPICUIBA";5611
"351070 CARDOSO";88
"351080 CASA BRANCA";242
"351090 CASSIA DOS COQUEIROS";13
"351100 CASTILHO";212
"351110 CATANDUVA";1164
"351120 CATIGUA";75
"351130 CEDRAL";139
"351140 CERQUEIRA CESAR";242
"351150 CERQUILHO";451
"351160 CESARIO LANGE";226
"351170 CHARQUEADA";186
"351190 CLEMENTINA";81
"351200 COLINA";235
"351210 COLOMBIA";87
"351220 CONCHAL";385
"351230 CONCHAS";192
"351240 CORDEIROPOLIS";251
"351250 COROADOS";38
"351260 CORONEL MACEDO";44
"351270 CORUMBATAI";38
"351280 COSMOPOLIS";665
"351290 COSMORAMA";78
"351300 COTIA";3809
"351310 CRAVINHOS";371
"351320 CRISTAIS PAULISTA";120
"351330 CRUZALIA";22
"351340 CRUZEIRO";871
"351350 CUBATAO";1399
"351360 CUNHA";226
"351370 DESCALVADO";325
"351380 DIADEMA";4482
"351385 DIRCE REIS";15
"351390 DIVINOLANDIA";112
"351400 DOBRADA";93
"351410 DOIS CORREGOS";273
"351420 DOLCINOPOLIS";30
"351430 DOURADO";81
"351440 DRACENA";419
"351450 DUARTINA";141
"351460 DUMONT";111
"351470 ECHAPORA";66
"351480 ELDORADO";203
"351490 ELIAS FAUSTO";185
"351492 ELISIARIO";29
"351495 EMBAUBA";23
"351500 EMBU DAS ARTES";3592
"351510 EMBU-GUACU";787
"351512 EMILIANOPOLIS";20
"351515 ENGENHEIRO COELHO";272
"351518 ESPIRITO SANTO DO PINHAL";397
"351519 ESPIRITO SANTO DO TURVO";61
"351520 ESTRELA D'OESTE";99
"351530 ESTRELA DO NORTE";17
"351535 EUCLIDES DA CUNHA PAULISTA";80
"351540 FARTURA";214
"351550 FERNANDOPOLIS";734
"351560 FERNANDO PRESTES";56
"351565 FERNAO";19
"351570 FERRAZ DE VASCONCELOS";2430
"351580 FLORA RICA";12
"351590 FLOREAL";17
"351600 FLORIDA PAULISTA";90
"351610 FLORINIA";22
"351620 FRANCA";4219
"351630 FRANCISCO MORATO";2684
"351640 FRANCO DA ROCHA";2035
"351650 GABRIEL MONTEIRO";24
"351660 GALIA";54
"351670 GARCA";490
"351680 GASTAO VIDIGAL";31
"351685 GAVIAO PEIXOTO";61
"351690 GENERAL SALGADO";94
"351700 GETULINA";87
"351710 GLICERIO";52
"351720 GUAICARA";122
"351730 GUAIMBE";61
"351740 GUAIRA";425
"351750 GUAPIACU";255
"351760 GUAPIARA";209
"351770 GUARA";191
"351780 GUARACAI";69
"351790 GUARACI";105
"351800 GUARANI D'OESTE";17
"351810 GUARANTA";70
"351820 GUARARAPES";317
"351830 GUARAREMA";392
"351840 GUARATINGUETA";1380
"351850 GUAREI";125
"351860 GUARIBA";411
"351870 GUARUJA";3804
"351880 GUARULHOS";18279
"351885 GUATAPARA";80
"351890 GUZOLANDIA";49
"351900 HERCULANDIA";121
"351905 HOLAMBRA";206
"351907 HORTOLANDIA";2742
"351910 IACANGA";124
"351920 IACRI";49
"351925 IARAS";63
"351930 IBATE";472
"351940 IBIRA";121
"351950 IBIRAREMA";74
"351960 IBITINGA";720
"351970 IBIUNA";982
"351980 ICEM";80
"351990 IEPE";97
"352000 IGARACU DO TIETE";231
"352010 IGARAPAVA";285
"352020 IGARATA";138
"352030 IGUAPE";298
"352040 ILHABELA";459
"352042 ILHA COMPRIDA";113
"352044 ILHA SOLTEIRA";250
"352050 INDAIATUBA";3105
"352060 INDIANA";54
"352070 INDIAPORA";35
"352080 INUBIA PAULISTA";36
"352090 IPAUSSU";154
"352100 IPERO";344
"352110 IPEUNA";83
"352115 IPIGUA";68
"352120 IPORANGA";60
"352130 IPUA";178
"352140 IRACEMAPOLIS";234
"352150 IRAPUA";70
"352160 IRAPURU";58
"352170 ITABERA";223
"352180 ITAI";278
"352190 ITAJOBI";195
"352200 ITAJU";44
"352210 ITANHAEM";1285
"352215 ITAOCA";46
"352220 ITAPECERICA DA SERRA";2252
"352230 ITAPETININGA";1892
"352240 ITAPEVA";1304
"352250 ITAPEVI";3634
"352260 ITAPIRA";709
"352265 ITAPIRAPUA PAULISTA";57
"352270 ITAPOLIS";409
"352280 ITAPORANGA";151
"352290 ITAPUI";218
"352300 ITAPURA";33
"352310 ITAQUAQUECETUBA";5076
"352320 ITARARE";563
"352330 ITARIRI";161
"352340 ITATIBA";1326
"352350 ITATINGA";255
"352360 ITIRAPINA";162
"352370 ITIRAPUA";87
"352380 ITOBI";81
"352390 ITU";2131
"352400 ITUPEVA";846
"352410 ITUVERAVA";386
"352420 JABORANDI";57
"352430 JABOTICABAL";728
"352440 JACAREI";2587
"352450 JACI";84
"352460 JACUPIRANGA";225
"352470 JAGUARIUNA";728
"352480 JALES";475
"352490 JAMBEIRO";71
"352500 JANDIRA";1456
"352510 JARDINOPOLIS";535
"352520 JARINU";451
"352530 JAU";1409
"352540 JERIQUARA";58
"352550 JOANOPOLIS";124
"352560 JOAO RAMALHO";52
"352570 JOSE BONIFACIO";449
"352580 JULIO MESQUITA";60
"352585 JUMIRIM";43
"352590 JUNDIAI";5533
"352600 JUNQUEIROPOLIS";199
"352610 JUQUIA";217
"352620 JUQUITIBA";350
"352630 LAGOINHA";47
"352640 LARANJAL PAULISTA";354
"352650 LAVINIA";32
"352660 LAVRINHAS";94
"352670 LEME";1019
"352680 LENCOIS PAULISTA";837
"352690 LIMEIRA";3198
"352700 LINDOIA";85
"352710 LINS";814
"352720 LORENA";1101
"352725 LOURDES";16
"352730 LOUVEIRA";740
"352740 LUCELIA";179
"352750 LUCIANOPOLIS";28
"352760 LUIS ANTONIO";170
"352770 LUIZIANIA";72
"352780 LUPERCIO";44
"352790 LUTECIA";38
"352800 MACATUBA";203
"352810 MACAUBAL";63
"352820 MACEDONIA";41
"352830 MAGDA";18
"352840 MAIRINQUE";613
"352850 MAIRIPORA";1016
"352860 MANDURI";103
"352870 MARABA PAULISTA";35
"352880 MARACAI";142
"352885 MARAPOAMA";31
"352890 MARIAPOLIS";37
"352900 MARILIA";2786
"352910 MARINOPOLIS";15
"352920 MARTINOPOLIS";275
"352930 MATAO";794
"352940 MAUA";4562
"352950 MENDONCA";57
"352960 MERIDIANO";39
"352965 MESOPOLIS";23
"352970 MIGUELOPOLIS";216
"352980 MINEIROS DO TIETE";113
"352990 MIRACATU";279
"353000 MIRA ESTRELA";29
"353010 MIRANDOPOLIS";242
"353020 MIRANTE DO PARANAPANEMA";167
"353030 MIRASSOL";703
"353040 MIRASSOLANDIA";65
"353050 MOCOCA";695
"353060 MOGI DAS CRUZES";5662
"353070 MOGI GUACU";1696
"353080 MOGI MIRIM";941
"353090 MOMBUCA";53
"353100 MONCOES";15
"353110 MONGAGUA";747
"353120 MONTE ALEGRE DO SUL";65
"353130 MONTE ALTO";454
"353140 MONTE APRAZIVEL";190
"353150 MONTE AZUL PAULISTA";216
"353160 MONTE CASTELO";44
"353170 MONTEIRO LOBATO";40
"353180 MONTE MOR";880
"353190 MORRO AGUDO";300
"353200 MORUNGABA";148
"353205 MOTUCA";36
"353210 MURUTINGA DO SUL";26
"353215 NANTES";31
"353220 NARANDIBA";91
"353230 NATIVIDADE DA SERRA";56
"353240 NAZARE PAULISTA";232
"353250 NEVES PAULISTA";84
"353260 NHANDEARA";74
"353270 NIPOA";59
"353280 NOVA ALIANCA";86
"353282 NOVA CAMPINA";116
"353284 NOVA CANAA PAULISTA";12
"353286 NOVA CASTILHO";5
"353290 NOVA EUROPA";113
"353300 NOVA GRANADA";235
"353310 NOVA GUATAPORANGA";22
"353320 NOVA INDEPENDENCIA";49
"353325 NOVAIS";57
"353330 NOVA LUZITANIA";23
"353340 NOVA ODESSA";681
"353350 NOVO HORIZONTE";405
"353360 NUPORANGA";87
"353370 OCAUCU";58
"353380 OLEO";26
"353390 OLIMPIA";636
"353400 ONDA VERDE";65
"353410 ORIENTE";62
"353420 ORINDIUVA";74
"353430 ORLANDIA";436
"353440 OSASCO";8381
"353450 OSCAR BRESSANE";16
"353460 OSVALDO CRUZ";306
"353470 OURINHOS";1174
"353475 OUROESTE";82
"353480 OURO VERDE";100
"353490 PACAEMBU";95
"353500 PALESTINA";134
"353510 PALMARES PAULISTA";118
"353520 PALMEIRA D'OESTE";80
"353530 PALMITAL";211
"353540 PANORAMA";181
"353550 PARAGUACU PAULISTA";475
"353560 PARAIBUNA";206
"353570 PARAISO";55
"353580 PARANAPANEMA";268
"353590 PARANAPUA";56
"353600 PARAPUA";102
"353610 PARDINHO";81
"353620 PARIQUERA-ACU";264
"353625 PARISI";29
"353630 PATROCINIO PAULISTA";220
"353640 PAULICEIA";118
"353650 PAULINIA";1326
"353657 PAULISTANIA";23
"353660 PAULO DE FARIA";67
"353670 PEDERNEIRAS";533
"353680 PEDRA BELA";77
"353690 PEDRANOPOLIS";25
"353700 PEDREGULHO";192
"353710 PEDREIRA";453
"353715 PEDRINHAS PAULISTA";20
"353720 PEDRO DE TOLEDO";102
"353730 PENAPOLIS";679
"353740 PEREIRA BARRETO";257
"353750 PEREIRAS";90
"353760 PERUIBE";897
"353770 PIACATU";47
"353780 PIEDADE";640
"353790 PILAR DO SUL";395
"353800 PINDAMONHANGABA";2213
"353810 PINDORAMA";140
"353820 PINHALZINHO";157
"353830 PIQUEROBI";33
"353850 PIQUETE";118
"353860 PIRACAIA";297
"353870 PIRACICABA";4728
"353880 PIRAJU";328
"353890 PIRAJUI";178
"353900 PIRANGI";103
"353910 PIRAPORA DO BOM JESUS";234
"353920 PIRAPOZINHO";263
"353930 PIRASSUNUNGA";785
"353940 PIRATININGA";143
"353950 PITANGUEIRAS";441
"353960 PLANALTO";62
"353970 PLATINA";26
"353980 POA";1251
"353990 POLONI";64
"354000 POMPEIA";201
"354010 PONGAI";20
"354020 PONTAL";473
"354025 PONTALINDA";52
"354030 PONTES GESTAL";29
"354040 POPULINA";34
"354050 PORANGABA";90
"354060 PORTO FELIZ";631
"354070 PORTO FERREIRA";569
"354075 POTIM";241
"354080 POTIRENDABA";205
"354085 PRACINHA";13
"354090 PRADOPOLIS";170
"354100 PRAIA GRANDE";4215
"354105 PRATANIA";87
"354110 PRESIDENTE ALVES";42
"354120 PRESIDENTE BERNARDES";109
"354130 PRESIDENTE EPITACIO";442
"354140 PRESIDENTE PRUDENTE";2505
"354150 PRESIDENTE VENCESLAU";332
"354160 PROMISSAO";348
"354165 QUADRA";47
"354170 QUATA";142
"354180 QUEIROZ";62
"354190 QUELUZ";122
"354200 QUINTANA";93
"354210 RAFARD";117
"354220 RANCHARIA";313
"354230 REDENCAO DA SERRA";45
"354240 REGENTE FEIJO";187
"354250 REGINOPOLIS";55
"354260 REGISTRO";783
"354270 RESTINGA";100
"354280 RIBEIRA";45
"354290 RIBEIRAO BONITO";118
"354300 RIBEIRAO BRANCO";266
"354310 RIBEIRAO CORRENTE";49
"354320 RIBEIRAO DO SUL";52
"354323 RIBEIRAO DOS INDIOS";16
"354325 RIBEIRAO GRANDE";92
"354330 RIBEIRAO PIRES";1099
"354340 RIBEIRAO PRETO";7750
"354350 RIVERSUL";52
"354360 RIFAINA";42
"354370 RINCAO";108
"354380 RINOPOLIS";76
"354390 RIO CLARO";2277
"354400 RIO DAS PEDRAS";368
"354410 RIO GRANDE DA SERRA";489
"354420 RIOLANDIA";125
"354425 ROSANA";193
"354430 ROSEIRA";104
"354440 RUBIACEA";27
"354450 RUBINEIA";36
"354460 SABINO";46
"354470 SAGRES";29
"354480 SALES";33
"354490 SALES OLIVEIRA";104
"354500 SALESOPOLIS";211
"354510 SALMOURAO";51
"354515 SALTINHO";77
"354520 SALTO";1607
"354530 SALTO DE PIRAPORA";455
"354540 SALTO GRANDE";119
"354550 SANDOVALINA";46
"354560 SANTA ADELIA";154
"354570 SANTA ALBERTINA";70
"354580 SANTA BARBARA D'OESTE";2004
"354600 SANTA BRANCA";139
"354610 SANTA CLARA D'OESTE";32
"354620 SANTA CRUZ DA CONCEICAO";30
"354625 SANTA CRUZ DA ESPERANCA";23
"354630 SANTA CRUZ DAS PALMEIRAS";343
"354640 SANTA CRUZ DO RIO PARDO";505
"354650 SANTA ERNESTINA";71
"354660 SANTA FE DO SUL";437
"354670 SANTA GERTRUDES";301
"354680 SANTA ISABEL";656
"354690 SANTA LUCIA";67
"354700 SANTA MARIA DA SERRA";69
"354710 SANTA MERCEDES";32
"354720 SANTANA DA PONTE PENSA";21
"354730 SANTANA DE PARNAIBA";2287
"354740 SANTA RITA D'OESTE";26
"354750 SANTA RITA DO PASSA QUATRO";218
"354760 SANTA ROSA DE VITERBO";199
"354765 SANTA SALETE";18
"354770 SANTO ANASTACIO";190
"354780 SANTO ANDRE";7992
"354790 SANTO ANTONIO DA ALEGRIA";84
"354800 SANTO ANTONIO DE POSSE";270
"354805 SANTO ANTONIO DO ARACANGUA";94
"354810 SANTO ANTONIO DO JARDIM";57
"354820 SANTO ANTONIO DO PINHAL";88
"354830 SANTO EXPEDITO";40
"354840 SANTOPOLIS DO AGUAPEI";43
"354850 SANTOS";3884
"354860 SAO BENTO DO SAPUCAI";127
"354870 SAO BERNARDO DO CAMPO";8576
"354880 SAO CAETANO DO SUL";1397
"354890 SAO CARLOS";2837
"354900 SAO FRANCISCO";19
"354910 SAO JOAO DA BOA VISTA";925
"354920 SAO JOAO DAS DUAS PONTES";13
"354925 SAO JOAO DE IRACEMA";20
"354930 SAO JOAO DO PAU D'ALHO";13
"354940 SAO JOAQUIM DA BARRA";499
"354950 SAO JOSE DA BELA VISTA";83
"354960 SAO JOSE DO BARREIRO";42
"354970 SAO JOSE DO RIO PARDO";542
"354980 SAO JOSE DO RIO PRETO";5206
"354990 SAO JOSE DOS CAMPOS";8545
"354995 SAO LOURENCO DA SERRA";175
"355000 SAO LUIS DO PARAITINGA";103
"355010 SAO MANUEL";436
"355020 SAO MIGUEL ARCANJO";354
"355030 SAO PAULO";136732
"355040 SAO PEDRO";396
"355050 SAO PEDRO DO TURVO";85
"355060 SAO ROQUE";897
"355070 SAO SEBASTIAO";1193
"355080 SAO SEBASTIAO DA GRAMA";73
"355090 SAO SIMAO";117
"355100 SAO VICENTE";3880
"355110 SARAPUI";106
"355120 SARUTAIA";45
"355130 SEBASTIANOPOLIS DO SUL";32
"355140 SERRA AZUL";109
"355150 SERRANA";527
"355160 SERRA NEGRA";295
"355170 SERTAOZINHO";1486
"355180 SETE BARRAS";206
"355190 SEVERINIA";169
"355200 SILVEIRAS";69
"355210 SOCORRO";376
"355220 SOROCABA";8677
"355230 SUD MENNUCCI";88
"355240 SUMARE";3396
"355250 SUZANO";4188
"355255 SUZANAPOLIS";47
"355260 TABAPUA";100
"355270 TABATINGA";182
"355280 TABOAO DA SERRA";3546
"355290 TACIBA";83
"355300 TAGUAI";188
"355310 TAIACU";65
"355320 TAIUVA";45
"355330 TAMBAU";254
"355340 TANABI";265
"355350 TAPIRAI";99
"355360 TAPIRATIBA";96
"355365 TAQUARAL";20
"355370 TAQUARITINGA";550
"355380 TAQUARITUBA";287
"355385 TAQUARIVAI";94
"355390 TARABAI";66
"355395 TARUMA";172
"355400 TATUI";1513
"355410 TAUBATE";3514
"355420 TEJUPA";55
"355430 TEODORO SAMPAIO";297
"355440 TERRA ROXA";74
"355450 TIETE";444
"355460 TIMBURI";16
"355465 TORRE DE PEDRA";28
"355470 TORRINHA";87
"355475 TRABIJU";21
"355480 TREMEMBE";422
"355490 TRES FRONTEIRAS";67
"355495 TUIUTI";65
"355500 TUPA";670
"355510 TUPI PAULISTA";124
"355520 TURIUBA";13
"355530 TURMALINA";13
"355535 UBARANA";58
"355540 UBATUBA";1290
"355550 UBIRAJARA";76
"355560 UCHOA";104
"355570 UNIAO PAULISTA";24
"355580 URANIA";78
"355590 URU";14
"355600 URUPES";136
"355610 VALENTIM GENTIL";154
"355620 VALINHOS";1247
"355630 VALPARAISO";269
"355635 VARGEM";113
"355640 VARGEM GRANDE DO SUL";517
"355645 VARGEM GRANDE PAULISTA";715
"355650 VARZEA PAULISTA";1241
"355660 VERA CRUZ";79
"355670 VINHEDO";824
"355680 VIRADOURO";206
"355690 VISTA ALEGRE DO ALTO";104
"355695 VITORIA BRASIL";18
"355700 VOTORANTIM";1529
"355710 VOTUPORANGA";1108
"355715 ZACARIAS";25
"355720 CHAVANTES";149
"355730 ESTIVA GERBI";127
" MUNICIPIO IGNORADO - PR";1
"410010 ABATIA";79
"410020 ADRIANOPOLIS";76
"410030 AGUDOS DO SUL";148
"410040 ALMIRANTE TAMANDARE";1584
"410045 ALTAMIRA DO PARANA";60
"410050 ALTONIA";226
"410060 ALTO PARANA";154
"410070 ALTO PIQUIRI";115
"410080 ALVORADA DO SUL";100
"410090 AMAPORA";62
"410100 AMPERE";278
"410105 ANAHY";33
"410110 ANDIRA";205
"410115 ANGULO";43
"410120 ANTONINA";240
"410130 ANTONIO OLINTO";69
"410140 APUCARANA";1518
"410150 ARAPONGAS";1457
"410160 ARAPOTI";343
"410165 ARAPUA";47
"410170 ARARUNA";178
"410180 ARAUCARIA";2034
"410185 ARIRANHA DO IVAI";24
"410190 ASSAI";131
"410200 ASSIS CHATEAUBRIAND";443
"410210 ASTORGA";295
"410220 ATALAIA";35
"410230 BALSA NOVA";162
"410240 BANDEIRANTES";382
"410250 BARBOSA FERRAZ";110
"410260 BARRACAO";119
"410270 BARRA DO JACARE";27
"410275 BELA VISTA DA CAROBA";34
"410280 BELA VISTA DO PARAISO";170
"410290 BITURUNA";274
"410300 BOA ESPERANCA";62
"410302 BOA ESPERANCA DO IGUACU";17
"410304 BOA VENTURA DE SAO ROQUE";72
"410305 BOA VISTA DA APARECIDA";109
"410310 BOCAIUVA DO SUL";189
"410315 BOM JESUS DO SUL";42
"410320 BOM SUCESSO";96
"410322 BOM SUCESSO DO SUL";40
"410330 BORRAZOPOLIS";67
"410335 BRAGANEY";51
"410337 BRASILANDIA DO SUL";47
"410340 CAFEARA";17
"410345 CAFELANDIA";324
"410347 CAFEZAL DO SUL";61
"410350 CALIFORNIA";116
"410360 CAMBARA";286
"410370 CAMBE";1234
"410380 CAMBIRA";105
"410390 CAMPINA DA LAGOA";214
"410395 CAMPINA DO SIMAO";65
"410400 CAMPINA GRANDE DO SUL";648
"410405 CAMPO BONITO";40
"410410 CAMPO DO TENENTE";112
"410420 CAMPO LARGO";1516
"410425 CAMPO MAGRO";386
"410430 CAMPO MOURAO";1281
"410440 CANDIDO DE ABREU";196
"410442 CANDOI";222
"410445 CANTAGALO";178
"410450 CAPANEMA";245
"410460 CAPITAO LEONIDAS MARQUES";193
"410465 CARAMBEI";337
"410470 CARLOPOLIS";199
"410480 CASCAVEL";4905
"410490 CASTRO";1144
"410500 CATANDUVAS";136
"410510 CENTENARIO DO SUL";84
"410520 CERRO AZUL";210
"410530 CEU AZUL";126
"410540 CHOPINZINHO";313
"410550 CIANORTE";1009
"410560 CIDADE GAUCHA";164
"410570 CLEVELANDIA";259
"410580 COLOMBO";3064
"410590 COLORADO";284
"410600 CONGONHINHAS";101
"410610 CONSELHEIRO MAIRINCK";46
"410620 CONTENDA";209
"410630 CORBELIA";250
"410640 CORNELIO PROCOPIO";461
"410645 CORONEL DOMINGOS SOARES";116
"410650 CORONEL VIVIDA";342
"410655 CORUMBATAI DO SUL";41
"410657 CRUZEIRO DO IGUACU";47
"410660 CRUZEIRO DO OESTE";288
"410670 CRUZEIRO DO SUL";57
"410680 CRUZ MACHADO";201
"410685 CRUZMALTINA";42
"410690 CURITIBA";18575
"410700 CURIUVA";165
"410710 DIAMANTE DO NORTE";46
"410712 DIAMANTE DO SUL";51
"410715 DIAMANTE D'OESTE";53
"410720 DOIS VIZINHOS";612
"410725 DOURADINA";119
"410730 DOUTOR CAMARGO";71
"410740 ENEAS MARQUES";71
"410750 ENGENHEIRO BELTRAO";140
"410752 ESPERANCA NOVA";26
"410753 ENTRE RIOS DO OESTE";55
"410754 ESPIGAO ALTO DO IGUACU";62
"410755 FAROL";31
"410760 FAXINAL";216
"410765 FAZENDA RIO GRANDE";2022
"410770 FENIX";41
"410773 FERNANDES PINHEIRO";71
"410775 FIGUEIRA";98
"410780 FLORAI";40
"410785 FLOR DA SERRA DO SUL";71
"410790 FLORESTA";115
"410800 FLORESTOPOLIS";131
"410810 FLORIDA";32
"410820 FORMOSA DO OESTE";101
"410830 FOZ DO IGUACU";3936
"410832 FRANCISCO ALVES";124
"410840 FRANCISCO BELTRAO";1283
"410845 FOZ DO JORDAO";75
"410850 GENERAL CARNEIRO";177
"410855 GODOY MOREIRA";22
"410860 GOIOERE";320
"410865 GOIOXIM";87
"410870 GRANDES RIOS";60
"410880 GUAIRA";471
"410890 GUAIRACA";94
"410895 GUAMIRANGA";98
"410900 GUAPIRAMA";57
"410910 GUAPOREMA";23
"410920 GUARACI";38
"410930 GUARANIACU";163
"410940 GUARAPUAVA";2723
"410950 GUARAQUECABA";98
"410960 GUARATUBA";519
"410965 HONORIO SERPA";60
"410970 IBAITI";364
"410975 IBEMA";79
"410980 IBIPORA";576
"410990 ICARAIMA";90
"411000 IGUARACU";59
"411005 IGUATU";19
"411007 IMBAU";185
"411010 IMBITUVA";498
"411020 INACIO MARTINS";171
"411030 INAJA";22
"411040 INDIANOPOLIS";58
"411050 IPIRANGA";180
"411060 IPORA";216
"411065 IRACEMA DO OESTE";22
"411070 IRATI";700
"411080 IRETAMA";122
"411090 ITAGUAJE";64
"411095 ITAIPULANDIA";167
"411100 ITAMBARACA";59
"411110 ITAMBE";64
"411120 ITAPEJARA D'OESTE";142
"411125 ITAPERUCU";479
"411130 ITAUNA DO SUL";42
"411140 IVAI";191
"411150 IVAIPORA";340
"411155 IVATE";74
"411160 IVATUBA";24
"411170 JABOTI";56
"411180 JACAREZINHO";580
"411190 JAGUAPITA";180
"411200 JAGUARIAIVA";481
"411210 JANDAIA DO SUL";252
"411220 JANIOPOLIS";67
"411230 JAPIRA";75
"411240 JAPURA";75
"411250 JARDIM ALEGRE";134
"411260 JARDIM OLINDA";17
"411270 JATAIZINHO";156
"411275 JESUITAS";82
"411280 JOAQUIM TAVORA";173
"411290 JUNDIAI DO SUL";44
"411295 JURANDA";113
"411300 JUSSARA";73
"411310 KALORE";45
"411320 LAPA";549
"411325 LARANJAL";86
"411330 LARANJEIRAS DO SUL";449
"411340 LEOPOLIS";33
"411342 LIDIANOPOLIS";44
"411345 LINDOESTE";62
"411350 LOANDA";304
"411360 LOBATO";49
"411370 LONDRINA";6253
"411373 LUIZIANA";91
"411375 LUNARDELLI";38
"411380 LUPIONOPOLIS";58
"411390 MALLET";150
"411400 MAMBORE";180
"411410 MANDAGUACU";416
"411420 MANDAGUARI";446
"411430 MANDIRITUBA";349
"411435 MANFRINOPOLIS";27
"411440 MANGUEIRINHA";307
"411450 MANOEL RIBAS";172
"411460 MARECHAL CANDIDO RONDON";765
"411470 MARIA HELENA";67
"411480 MARIALVA";511
"411490 MARILANDIA DO SUL";87
"411500 MARILENA";84
"411510 MARILUZ";114
"411520 MARINGA";4466
"411530 MARIOPOLIS";85
"411535 MARIPA";65
"411540 MARMELEIRO";217
"411545 MARQUINHO";57
"411550 MARUMBI";53
"411560 MATELANDIA";283
"411570 MATINHOS";496
"411573 MATO RICO";47
"411575 MAUA DA SERRA";177
"411580 MEDIANEIRA";770
"411585 MERCEDES";51
"411590 MIRADOR";33
"411600 MIRASELVA";16
"411605 MISSAL";120
"411610 MOREIRA SALES";120
"411620 MORRETES";200
"411630 MUNHOZ DE MELO";50
"411640 NOSSA SENHORA DAS GRACAS";44
"411650 NOVA ALIANCA DO IVAI";23
"411660 NOVA AMERICA DA COLINA";37
"411670 NOVA AURORA";129
"411680 NOVA CANTU";89
"411690 NOVA ESPERANCA";282
"411695 NOVA ESPERANCA DO SUDOESTE";53
"411700 NOVA FATIMA";78
"411705 NOVA LARANJEIRAS";165
"411710 NOVA LONDRINA";142
"411720 NOVA OLIMPIA";68
"411721 NOVA SANTA BARBARA";56
"411722 NOVA SANTA ROSA";107
"411725 NOVA PRATA DO IGUACU";120
"411727 NOVA TEBAS";92
"411729 NOVO ITACOLOMI";35
"411730 ORTIGUEIRA";361
"411740 OURIZONA";32
"411745 OURO VERDE DO OESTE";89
"411750 PAICANDU";615
"411760 PALMAS";827
"411770 PALMEIRA";454
"411780 PALMITAL";186
"411790 PALOTINA";498
"411800 PARAISO DO NORTE";179
"411810 PARANACITY";126
"411820 PARANAGUA";2143
"411830 PARANAPOEMA";27
"411840 PARANAVAI";1137
"411845 PATO BRAGADO";82
"411850 PATO BRANCO";1257
"411860 PAULA FREITAS";73
"411870 PAULO FRONTIN";61
"411880 PEABIRU";142
"411885 PEROBAL";99
"411890 PEROLA";150
"411900 PEROLA D'OESTE";73
"411910 PIEN";182
"411915 PINHAIS";1517
"411920 PINHALAO";109
"411925 PINHAL DE SAO BENTO";32
"411930 PINHAO";508
"411940 PIRAI DO SUL";287
"411950 PIRAQUARA";1429
"411960 PITANGA";484
"411965 PITANGUEIRAS";34
"411970 PLANALTINA DO PARANA";49
"411980 PLANALTO";115
"411990 PONTA GROSSA";4727
"411995 PONTAL DO PARANA";316
"412000 PORECATU";98
"412010 PORTO AMAZONAS";38
"412015 PORTO BARREIRO";31
"412020 PORTO RICO";39
"412030 PORTO VITORIA";42
"412033 PRADO FERREIRA";49
"412035 PRANCHITA";77
"412040 PRESIDENTE CASTELO BRANCO";46
"412050 PRIMEIRO DE MAIO";96
"412060 PRUDENTOPOLIS";638
"412065 QUARTO CENTENARIO";45
"412070 QUATIGUA";99
"412080 QUATRO BARRAS";293
"412085 QUATRO PONTES";49
"412090 QUEDAS DO IGUACU";453
"412100 QUERENCIA DO NORTE";162
"412110 QUINTA DO SOL";66
"412120 QUITANDINHA";225
"412125 RAMILANDIA";61
"412130 RANCHO ALEGRE";27
"412135 RANCHO ALEGRE D'OESTE";25
"412140 REALEZA";236
"412150 REBOUCAS";178
"412160 RENASCENCA";105
"412170 RESERVA";390
"412175 RESERVA DO IGUACU";117
"412180 RIBEIRAO CLARO";135
"412190 RIBEIRAO DO PINHAL";156
"412200 RIO AZUL";193
"412210 RIO BOM";26
"412215 RIO BONITO DO IGUACU";225
"412217 RIO BRANCO DO IVAI";44
"412220 RIO BRANCO DO SUL";542
"412230 RIO NEGRO";345
"412240 ROLANDIA";830
"412250 RONCADOR";149
"412260 RONDON";113
"412265 ROSARIO DO IVAI";54
"412270 SABAUDIA";128
"412280 SALGADO FILHO";57
"412290 SALTO DO ITARARE";59
"412300 SALTO DO LONTRA";187
"412310 SANTA AMELIA";50
"412320 SANTA CECILIA DO PAVAO";46
"412330 SANTA CRUZ DE MONTE CASTELO";109
"412340 SANTA FE";139
"412350 SANTA HELENA";313
"412360 SANTA INES";23
"412370 SANTA ISABEL DO IVAI";88
"412380 SANTA IZABEL DO OESTE";170
"412382 SANTA LUCIA";56
"412385 SANTA MARIA DO OESTE";151
"412390 SANTA MARIANA";138
"412395 SANTA MONICA";38
"412400 SANTANA DO ITARARE";50
"412402 SANTA TEREZA DO OESTE";180
"412405 SANTA TEREZINHA DE ITAIPU";342
"412410 SANTO ANTONIO DA PLATINA";580
"412420 SANTO ANTONIO DO CAIUA";25
"412430 SANTO ANTONIO DO PARAISO";17
"412440 SANTO ANTONIO DO SUDOESTE";244
"412450 SANTO INACIO";101
"412460 SAO CARLOS DO IVAI";79
"412470 SAO JERONIMO DA SERRA";152
"412480 SAO JOAO";134
"412490 SAO JOAO DO CAIUA";92
"412500 SAO JOAO DO IVAI";117
"412510 SAO JOAO DO TRIUNFO";173
"412520 SAO JORGE D'OESTE";119
"412530 SAO JORGE DO IVAI";45
